order_id,order_date,customer_id,product_id,category,region,channel,quantity,unit_price,revenue,cost,discount
ORD-001656,2023-08-22,CUST-0655,SKU-048,Apparel,West,Online,2,150.48,265.27,191.27,23.91
ORD-001657,2024-05-17,CUST-0196,SKU-002,Sports,West,Partner,4,176.12,992.56,703.66,3.06
ORD-001658,2023-10-05,CUST-0431,SKU-030,Sports,South,Online,7,137.63,803.33,603.69,91.79
ORD-001659,2024-03-09,CUST-0475,SKU-008,Apparel,North,Retail,9,75.37,980.36,554.41,134.68
ORD-001660,2023-10-31,CUST-0598,SKU-018,Electronics,West,Partner,7,183.5,1127.86,737.06,39.48
ORD-001661,2024-06-07,CUST-0323,SKU-005,Electronics,East,Partner,3,67.0,266.96,178.89,6.45
ORD-001662,2025-01-30,CUST-0378,SKU-021,Home & Kitchen,East,Retail,6,106.3,934.36,621.78,39.2
ORD-001663,2024-11-19,CUST-0499,SKU-003,Apparel,,Partner,7,97.83,731.66,555.69,2.23
ORD-001664,2024-01-10,CUST-0404,SKU-004,Home & Kitchen,North,Retail,8,176.09,1688.82,1207.92,41.43
ORD-001665,2024-05-14,CUST-0727,SKU-060,Home & Kitchen,West,Online,10,111.75,1585.06,941.69,93.93
ORD-001666,2023-11-20,CUST-0764,SKU-020,Home & Kitchen,North,Retail,6,78.11,443.4,288.61,51.18
ORD-001667,2023-11-08,CUST-0898,SKU-048,Sports,East,Online,4,129.96,468.93,358.1,4.66
ORD-001668,2024-09-28,CUST-0535,SKU-010,Electronics,South,Retail,9,122.31,1035.78,770.25,137.14
ORD-001669,2025-02-21,CUST-0073,SKU-018,Electronics,West,Online,2,160.37,503.21,279.61,11.43
ORD-001670,2023-07-06,CUST-0700,SKU-015,Electronics,South,Partner,4,122.2,515.01,286.23,53.7
ORD-001671,2023-09-13,CUST-0167,SKU-009,Apparel,East,Online,11,97.56,900.66,630.69,126.07
ORD-001672,2023-04-17,CUST-0530,SKU-010,Home & Kitchen,South,Online,4,70.65,365.54,283.83,4.1
ORD-001673,2025-09-18,CUST-0770,SKU-055,Electronics,West,Partner,6,151.84,961.76,611.33,97.37
ORD-001674,2024-11-28,CUST-0458,SKU-021,Electronics,South,Partner,11,79.91,976.99,575.06,36.7
ORD-001675,2023-06-08,CUST-0104,SKU-033,Apparel,North,Retail,6,65.76,460.77,309.75,35.8
ORD-001676,2025-01-26,CUST-0672,SKU-003,Electronics,South,Retail,7,134.81,1362.01,949.26,44.62
ORD-001677,2023-11-02,CUST-0746,SKU-002,Electronics,West,Online,5,69.42,306.71,231.73,21.47
ORD-001678,2023-10-24,CUST-0299,SKU-026,Apparel,West,Partner,11,142.17,1346.33,782.28,99.09
ORD-001679,2024-05-03,CUST-0022,SKU-002,Beauty,East,Partner,11,51.18,815.06,463.14,27.35
ORD-001680,2024-09-28,CUST-0751,SKU-053,Apparel,North,Online,1,93.34,87.83,68.38,2.26
ORD-001681,2024-10-20,CUST-0202,SKU-006,Home & Kitchen,South,Online,11,135.59,1441.37,1142.99,97.13
ORD-001682,2023-02-04,CUST-0559,SKU-044,Apparel,West,Retail,11,128.1,1630.61,1189.07,137.85
ORD-001683,2025-01-11,CUST-0794,SKU-041,Apparel,West,Partner,9,149.02,1820.52,1068.37,267.96
ORD-001684,2024-02-09,CUST-0226,SKU-039,Electronics,North,Online,1,78.06,105.08,65.86,5.64
ORD-001685,2025-07-04,CUST-0573,SKU-014,Electronics,South,Retail,5,141.68,957.27,658.1,15.5
ORD-001686,2024-07-31,CUST-0603,SKU-051,Sports,South,Online,9,154.19,1493.96,825.22,110.83
ORD-001687,2025-07-25,CUST-0572,SKU-049,Apparel,North,Partner,8,79.89,791.97,463.52,40.19
ORD-001688,2023-09-11,CUST-0748,SKU-047,Electronics,South,Retail,7,170.22,1002.87,653.41,94.28
ORD-001689,2024-10-25,CUST-0390,SKU-019,Beauty,East,Online,4,108.29,423.77,321.07,60.38
ORD-001690,2023-12-15,CUST-0207,SKU-047,Sports,East,Online,2,119.88,254.56,180.41,30.22
ORD-001691,2025-05-08,CUST-0220,SKU-023,Electronics,West,Retail,7,59.16,668.4,463.78,34.52
ORD-001692,2024-09-01,CUST-0324,SKU-057,Apparel,East,Online,4,60.2,233.58,181.85,6.01
ORD-001693,2025-01-22,CUST-0152,SKU-005,Home & Kitchen,South,Retail,10,87.95,1249.8,764.61,106.98
ORD-001694,2024-08-12,CUST-0484,SKU-035,Electronics,South,Retail,6,64.79,400.1,288.96,11.37
ORD-001695,2025-02-02,CUST-0787,SKU-022,Apparel,South,Retail,1,134.64,199.37,148.02,22.92
ORD-001696,2023-06-04,CUST-0208,SKU-036,Electronics,East,Partner,7,82.03,679.06,505.54,47.6
ORD-001697,2023-08-17,CUST-0839,SKU-014,Sports,East,Partner,9,135.36,1090.83,644.74,12.27
ORD-001698,2024-12-07,CUST-0616,SKU-054,Electronics,East,Online,6,108.75,756.09,476.96,60.37
ORD-001699,2023-07-04,CUST-0768,SKU-014,Beauty,North,Partner,7,89.6,666.12,518.22,65.07
ORD-001700,2023-03-22,CUST-0735,SKU-008,Electronics,North,Online,1,119.04,153.08,100.72,8.28
ORD-001701,2024-07-12,CUST-0343,SKU-058,Apparel,South,Online,1,32.69,38.02,24.75,4.82
ORD-001702,2025-08-27,CUST-0423,SKU-059,Electronics,West,Online,11,144.86,1754.3,1384.71,37.05
ORD-001703,2023-11-07,CUST-0371,SKU-034,Beauty,South,Partner,1,74.32,66.8,45.71,0.32
ORD-001704,2023-07-22,CUST-0036,SKU-057,Sports,West,Partner,4,141.46,558.72,433.52,25.97
ORD-001705,2024-12-26,CUST-0035,SKU-005,Electronics,South,Online,4,40.16,203.66,135.12,20.4
ORD-001706,2023-09-11,CUST-0295,SKU-032,Apparel,East,Partner,8,109.13,734.8,530.09,102.0
ORD-001707,2025-02-14,CUST-0040,SKU-034,Apparel,West,Online,10,155.96,2400.34,1528.4,244.28
ORD-001708,2023-07-20,CUST-0650,SKU-049,Home & Kitchen,North,Partner,11,126.51,1385.29,891.58,59.96
ORD-001709,2023-07-08,CUST-0727,SKU-024,Apparel,East,Partner,7,29.01,212.25,147.55,27.9
ORD-001710,2025-09-18,CUST-0545,SKU-044,Beauty,East,Partner,11,90.46,1050.46,833.17,42.21
ORD-001711,2024-08-21,CUST-0101,SKU-018,Electronics,West,Online,10,171.97,1718.22,1258.61,86.79
ORD-001712,2023-10-14,CUST-0458,SKU-030,Sports,East,Online,3,178.58,451.64,319.04,40.62
ORD-001713,2024-03-26,CUST-0200,SKU-059,Electronics,West,Retail,6,95.28,842.54,532.57,107.52
ORD-001714,2024-08-28,CUST-0694,SKU-004,Home & Kitchen,South,Retail,10,83.38,816.75,627.7,73.68
ORD-001715,2023-02-16,CUST-0094,SKU-026,Apparel,North,Retail,2,157.04,377.73,229.27,27.42
ORD-001716,2025-09-17,CUST-0871,SKU-035,Apparel,North,Online,6,140.68,891.97,630.79,84.65
ORD-001717,2024-04-23,CUST-0246,SKU-002,Apparel,West,Partner,10,47.16,691.58,525.76,26.82
ORD-001718,2025-08-08,CUST-0445,SKU-018,Home & Kitchen,North,Partner,8,98.31,922.1,545.9,42.29
ORD-001719,2025-03-01,CUST-0093,SKU-059,Electronics,South,Retail,5,227.03,1814.58,1384.88,194.61
ORD-001720,2023-02-12,CUST-0245,SKU-029,Electronics,North,Partner,3,95.58,340.72,241.22,4.26
ORD-001721,2025-03-11,CUST-0424,SKU-052,Beauty,North,Partner,7,94.67,1078.97,712.55,66.99
ORD-001722,2024-06-05,CUST-0682,SKU-006,Electronics,South,Retail,2,109.32,292.28,171.96,36.77
ORD-001723,2025-05-31,CUST-0346,SKU-014,Apparel,North,Retail,9,189.98,2610.69,1568.08,229.03
ORD-001724,2024-08-24,CUST-0161,SKU-029,Electronics,North,Partner,7,133.44,925.03,734.53,13.26
ORD-001725,2023-10-07,CUST-0581,SKU-032,Home & Kitchen,West,Retail,9,54.51,409.79,229.31,41.43
ORD-001726,2024-12-03,CUST-0139,SKU-056,Beauty,South,Partner,10,98.2,1116.81,821.07,30.92
ORD-001727,2023-10-13,CUST-0420,SKU-054,Apparel,East,Retail,10,141.0,1186.75,866.72,154.66
ORD-001728,2023-12-02,CUST-0610,SKU-050,Apparel,East,Online,5,277.99,1387.56,847.69,17.19
ORD-001729,2024-08-11,CUST-0379,SKU-022,Apparel,West,Partner,8,60.3,498.27,323.37,49.06
ORD-001730,2023-11-24,CUST-0228,SKU-043,Electronics,East,Online,11,170.41,1804.54,1142.12,194.26
ORD-001731,2025-07-23,CUST-0566,SKU-014,Electronics,East,Partner,7,101.12,884.37,621.09,37.19
ORD-001732,2023-01-05,CUST-0707,SKU-003,Electronics,West,Online,8,44.38,363.25,278.5,17.88
ORD-001733,2024-01-20,CUST-0634,SKU-029,Apparel,South,Online,5,280.21,1752.63,1278.96,210.52
ORD-001734,2023-02-05,CUST-0248,SKU-037,Beauty,West,Online,1,73.39,85.22,57.59,3.81
ORD-001735,2024-12-20,CUST-0036,SKU-046,Electronics,South,Online,2,34.23,84.37,53.51,2.13
ORD-001736,2024-07-04,CUST-0425,SKU-009,Apparel,South,Online,11,134.78,1781.52,1354.81,162.22
ORD-001737,2023-05-29,CUST-0490,SKU-005,Electronics,South,Online,3,77.13,278.5,207.61,21.66
ORD-001738,2023-03-17,CUST-0329,SKU-052,Electronics,South,Online,2,99.06,253.33,175.71,36.87
ORD-001739,2025-01-15,CUST-0453,SKU-023,Sports,West,Partner,2,152.78,421.94,275.17,40.78
ORD-001740,2023-07-22,CUST-0179,SKU-052,Electronics,South,Online,3,160.91,476.66,283.61,11.0
ORD-001741,2025-04-22,CUST-0737,SKU-011,Electronics,South,Partner,9,230.23,3418.72,1933.85,327.63
ORD-001742,2023-11-30,CUST-0238,SKU-049,Sports,East,Partner,7,47.55,329.22,239.74,42.56
ORD-001743,2024-07-03,CUST-0253,SKU-049,Electronics,West,Partner,5,69.41,418.71,278.74,8.42
ORD-001744,2023-03-12,CUST-0571,SKU-023,Electronics,East,Retail,11,112.62,1572.74,1243.17,13.26
ORD-001745,2024-05-22,CUST-0449,SKU-050,Beauty,East,Online,7,170.81,1664.22,1001.46,12.12
ORD-001746,2023-01-31,CUST-0187,SKU-010,Electronics,North,Retail,2,55.93,127.6,70.26,3.11
ORD-001747,2023-08-12,CUST-0078,SKU-031,Sports,East,Online,1,170.68,155.46,115.79,6.95
ORD-001748,2025-07-15,CUST-0630,SKU-055,Apparel,East,Partner,4,135.9,702.06,517.64,14.57
ORD-001749,2025-09-04,CUST-0075,SKU-018,Home & Kitchen,North,Retail,6,262.1,1697.33,1054.59,37.99
ORD-001750,2024-03-11,CUST-0439,SKU-008,Apparel,East,Retail,1,49.99,72.48,55.27,2.04
ORD-001751,2025-06-27,CUST-0725,SKU-007,Apparel,,Partner,11,129.76,1983.42,1154.69,76.65
ORD-001752,2023-07-24,CUST-0245,SKU-045,Beauty,East,Partner,1,103.52,101.39,75.98,9.92
ORD-001753,2024-08-09,CUST-0169,SKU-051,Beauty,South,Online,1,206.28,214.61,126.75,22.57
ORD-001754,2024-12-09,CUST-0754,SKU-014,Electronics,West,Online,5,72.61,424.67,240.71,34.82
ORD-001755,2025-06-09,CUST-0801,SKU-050,Home & Kitchen,North,Partner,10,93.36,1385.5,944.57,197.23
ORD-001756,2023-01-10,CUST-0228,SKU-005,Electronics,,Retail,7,48.07,352.16,268.95,43.04
ORD-001757,2024-08-17,CUST-0479,SKU-014,Electronics,East,Retail,6,48.71,295.73,214.59,4.97
ORD-001758,2023-09-03,CUST-0848,SKU-041,Electronics,North,Online,6,85.4,437.71,295.01,40.01
ORD-001759,2024-01-22,CUST-0053,SKU-046,Home & Kitchen,East,Partner,4,187.35,945.07,745.55,140.42
ORD-001760,2025-08-18,CUST-0513,SKU-041,Home & Kitchen,North,Retail,1,158.52,179.38,112.98,17.18
ORD-001761,2024-10-15,CUST-0216,SKU-005,Home & Kitchen,North,Retail,5,83.76,400.67,238.93,28.0
ORD-001762,2025-06-16,CUST-0690,SKU-053,Sports,North,Retail,5,94.27,682.69,459.92,48.75
ORD-001763,2023-07-10,CUST-0570,SKU-054,Apparel,North,Online,1,110.42,114.48,91.27,1.36
ORD-001764,2024-09-27,CUST-0889,SKU-047,Electronics,West,Retail,5,70.57,331.98,264.21,3.65
ORD-001765,2025-07-15,CUST-0747,SKU-011,Electronics,West,Partner,9,73.56,855.02,565.26,8.0
ORD-001766,2023-04-04,CUST-0430,SKU-052,Apparel,North,Retail,11,90.82,1294.94,877.92,171.51
ORD-001767,2025-05-23,CUST-0212,SKU-007,Beauty,East,Partner,9,51.76,727.31,519.38,78.12
ORD-001768,2023-11-15,CUST-0628,SKU-042,Apparel,North,Partner,4,51.01,189.07,118.33,14.87
ORD-001769,2024-02-26,CUST-0652,SKU-055,Home & Kitchen,East,Online,3,91.86,388.89,245.04,33.96
ORD-001770,2023-01-28,CUST-0073,SKU-018,Beauty,East,Online,7,62.47,493.24,386.57,64.69
ORD-001771,2025-04-18,CUST-0071,SKU-041,Sports,East,Retail,2,111.1,367.79,206.54,36.72
ORD-001772,2023-08-08,CUST-0686,SKU-053,Home & Kitchen,North,Partner,6,78.52,435.32,325.04,18.42
ORD-001773,2025-09-18,CUST-0269,SKU-002,Home & Kitchen,West,Retail,5,53.63,283.08,181.93,32.66
ORD-001774,2023-01-26,CUST-0086,SKU-037,Electronics,West,Retail,9,71.27,717.94,462.15,38.96
ORD-001775,2023-04-20,CUST-0517,SKU-057,Home & Kitchen,South,Partner,6,87.99,681.59,475.71,31.08
ORD-001776,2023-05-07,CUST-0251,SKU-006,Apparel,East,Online,7,301.38,2668.35,1748.18,305.68
ORD-001777,2024-11-09,CUST-0085,SKU-050,Home & Kitchen,East,Partner,2,102.04,209.52,158.09,28.26
ORD-001778,2024-09-25,CUST-0722,SKU-020,Electronics,North,Online,11,85.81,888.17,607.6,48.19
ORD-001779,2023-07-25,CUST-0154,SKU-060,Beauty,West,Partner,10,33.29,324.76,240.98,18.08
ORD-001780,2023-04-11,CUST-0622,SKU-002,Electronics,East,Retail,8,122.33,1268.66,714.83,186.52
ORD-001781,2023-09-20,CUST-0135,SKU-039,Sports,West,Retail,7,117.01,682.54,545.09,34.89
ORD-001782,2023-06-05,CUST-0304,SKU-022,Sports,West,Partner,4,38.44,181.28,110.14,8.4
ORD-001783,2024-12-17,CUST-0740,SKU-007,Electronics,South,Partner,6,78.44,571.84,451.83,52.13
ORD-001784,2025-06-21,CUST-0103,SKU-058,Sports,South,Retail,5,100.58,715.1,486.67,15.69
ORD-001785,2024-03-04,CUST-0365,SKU-038,Home & Kitchen,North,Online,7,101.57,1018.4,745.57,57.46
ORD-001786,2023-12-02,CUST-0113,SKU-018,Home & Kitchen,East,Online,10,106.59,1064.07,667.75,32.21
ORD-001787,2024-06-07,CUST-0570,SKU-038,Electronics,North,Online,4,127.11,675.3,394.85,26.42
ORD-001788,2023-11-29,CUST-0709,SKU-047,Apparel,West,Retail,5,79.67,392.2,282.78,40.89
ORD-001789,2023-07-01,CUST-0649,SKU-013,Electronics,East,Retail,11,49.31,582.93,433.2,18.66
ORD-001790,2023-03-28,CUST-0245,SKU-033,Apparel,East,Retail,11,111.37,1583.17,899.39,79.01
ORD-001791,2024-10-13,CUST-0437,SKU-031,Home & Kitchen,South,Online,8,96.84,738.67,590.46,27.81
ORD-001792,2025-03-06,CUST-0227,SKU-009,Home & Kitchen,West,Partner,5,228.94,1848.04,1021.16,132.0
ORD-001793,2024-06-03,CUST-0118,SKU-052,Home & Kitchen,East,Online,1,55.8,75.06,55.96,4.45
ORD-001794,2024-11-07,CUST-0010,SKU-029,Apparel,North,Partner,11,125.54,1407.45,1075.12,179.01
ORD-001795,2023-04-27,CUST-0803,SKU-042,Apparel,South,Online,4,60.04,308.06,245.94,26.73
ORD-001796,2024-07-01,CUST-0511,SKU-036,Sports,South,Partner,2,290.0,705.38,440.87,59.9
ORD-001797,2024-11-03,CUST-0351,SKU-005,Beauty,East,Partner,1,55.63,55.92,30.79,4.91
ORD-001798,2024-09-09,CUST-0646,SKU-057,Electronics,North,Retail,9,69.84,600.13,351.99,5.43
ORD-001799,2023-01-25,CUST-0470,SKU-027,Apparel,North,Partner,1,111.47,124.28,71.15,8.33
ORD-001800,2023-04-11,CUST-0841,SKU-031,Electronics,West,Retail,5,104.6,677.99,480.3,52.14
ORD-001801,2025-09-12,CUST-0514,SKU-050,Beauty,East,Retail,4,117.83,501.25,345.15,37.38
ORD-001802,2023-09-18,CUST-0870,SKU-044,Electronics,West,Partner,3,56.01,140.24,79.01,2.23
ORD-001803,2023-08-20,CUST-0618,SKU-059,Sports,West,Online,6,116.64,620.65,435.24,70.53
ORD-001804,2024-08-06,CUST-0183,SKU-046,Sports,South,Retail,7,274.77,2023.38,1471.09,164.34
ORD-001805,2025-01-03,CUST-0243,SKU-051,Apparel,East,Partner,5,64.83,424.6,241.82,53.78
ORD-001806,2025-08-10,CUST-0049,SKU-057,Home & Kitchen,West,Retail,1,73.58,85.63,61.99,1.34
ORD-001807,2025-01-13,CUST-0381,SKU-059,Apparel,South,Online,2,92.28,252.69,171.13,23.61
ORD-001808,2025-03-28,CUST-0374,SKU-021,Home & Kitchen,West,Retail,3,180.49,897.55,631.08,101.62
ORD-001809,2025-07-06,CUST-0357,SKU-043,Apparel,North,Retail,9,159.24,1920.95,1506.17,165.05
ORD-001810,2024-10-02,CUST-0303,SKU-053,Beauty,South,Partner,10,43.92,413.83,329.44,27.18
ORD-001811,2024-08-28,CUST-0325,SKU-042,Apparel,East,Online,7,74.02,507.54,325.34,3.48
ORD-001812,2024-06-02,CUST-0094,SKU-018,Sports,North,Online,6,99.34,804.29,472.06,91.2
ORD-001813,2023-07-25,CUST-0358,SKU-013,Home & Kitchen,East,Partner,11,49.12,527.1,337.64,53.34
ORD-001814,2023-01-16,CUST-0736,SKU-013,Apparel,West,Retail,4,49.85,214.23,121.26,21.06
ORD-001815,2023-05-03,CUST-0419,SKU-027,Beauty,South,Online,8,282.47,2876.23,1787.17,186.56
ORD-001816,2025-06-09,CUST-0320,SKU-029,Electronics,East,Partner,2,80.37,238.55,131.82,31.08
ORD-001817,2023-11-03,CUST-0317,SKU-006,Beauty,East,Online,4,182.76,648.08,492.9,12.7
ORD-001818,2023-03-08,CUST-0696,SKU-050,Beauty,East,Online,2,186.4,470.09,290.18,60.51
ORD-001819,2023-05-20,CUST-0731,SKU-049,Sports,South,Retail,6,90.82,671.29,389.53,57.73
ORD-001820,2023-05-10,CUST-0287,SKU-035,Home & Kitchen,West,Partner,3,127.53,481.35,340.52,48.77
ORD-001821,2024-01-11,CUST-0336,SKU-044,Home & Kitchen,North,Partner,10,74.61,898.39,598.53,85.14
ORD-001822,2024-11-24,CUST-0201,SKU-034,Beauty,West,Online,6,74.57,488.47,354.39,9.14
ORD-001823,2025-03-16,CUST-0306,SKU-031,Apparel,South,Online,1,214.72,352.07,240.16,32.79
ORD-001824,2025-03-23,CUST-0306,SKU-004,Sports,East,Online,1,181.62,300.0,198.11,30.38
ORD-001825,2025-08-16,CUST-0390,SKU-056,Sports,North,Online,11,58.82,737.09,541.25,12.71
ORD-001826,2025-02-25,CUST-0592,SKU-005,Sports,East,Partner,3,155.24,737.86,525.58,104.11
ORD-001827,2023-09-22,CUST-0108,SKU-028,Apparel,West,Retail,8,66.02,439.6,282.09,21.47
ORD-001828,2024-03-28,CUST-0338,SKU-058,Home & Kitchen,East,Partner,5,66.33,489.36,383.79,38.86
ORD-001829,2024-10-09,CUST-0597,SKU-031,Electronics,West,Online,4,66.62,252.64,141.95,17.9
ORD-001830,2023-06-27,CUST-0730,SKU-046,Electronics,North,Online,10,114.69,1251.86,948.78,14.26
ORD-001831,2024-11-18,CUST-0027,SKU-047,Electronics,West,Retail,7,163.75,1219.54,730.97,148.59
ORD-001832,2023-02-05,CUST-0414,SKU-027,Home & Kitchen,North,Online,10,64.47,748.65,509.96,70.25
ORD-001833,2023-08-13,CUST-0178,SKU-032,Apparel,East,Retail,3,189.3,515.44,387.62,58.47
ORD-001834,2025-05-01,CUST-0630,SKU-039,Beauty,North,Partner,11,142.44,2557.88,1760.22,233.87
ORD-001835,2023-11-15,CUST-0367,SKU-046,Electronics,North,Partner,1,74.35,68.9,47.82,6.76
ORD-001836,2025-09-04,CUST-0348,SKU-057,Electronics,East,Retail,3,112.03,362.75,220.95,28.64
ORD-001837,2025-04-19,CUST-0271,SKU-028,Sports,East,Retail,6,33.72,334.64,210.38,1.67
ORD-001838,2023-09-02,CUST-0646,SKU-044,Apparel,West,Partner,2,104.88,179.58,141.21,6.46
ORD-001839,2025-07-09,CUST-0089,SKU-059,Electronics,East,Online,1,77.63,102.78,58.25,6.21
ORD-001840,2025-05-16,CUST-0460,SKU-006,Sports,East,Partner,10,46.81,743.33,571.36,82.03
ORD-001841,2025-09-09,CUST-0325,SKU-002,Electronics,South,Online,3,139.47,447.16,350.85,30.14
ORD-001842,2024-02-07,CUST-0879,SKU-046,Beauty,South,Retail,8,79.82,854.0,502.71,51.43
ORD-001843,2025-06-26,CUST-0670,SKU-028,Electronics,South,Partner,8,71.79,801.18,633.65,96.1
ORD-001844,2023-11-08,CUST-0551,SKU-042,Sports,North,Partner,3,94.29,255.17,141.03,1.41
ORD-001845,2023-12-22,CUST-0309,SKU-010,Apparel,North,Partner,10,52.88,580.59,325.8,20.24
ORD-001846,2024-05-20,CUST-0381,SKU-034,Beauty,West,Partner,5,59.87,418.75,278.72,19.02
ORD-001847,2023-12-28,CUST-0639,SKU-051,Electronics,South,Online,2,107.19,242.17,154.62,0.14
ORD-001848,2023-01-09,CUST-0591,SKU-032,Beauty,South,Partner,11,187.79,2152.24,1579.19,104.85
ORD-001849,2024-12-19,CUST-0741,SKU-010,Apparel,West,Partner,9,154.97,1710.82,1343.42,86.13
ORD-001850,2024-03-18,CUST-0294,SKU-023,Apparel,East,Partner,9,96.7,1273.58,716.18,56.9
ORD-001851,2025-03-28,CUST-0206,SKU-036,Home & Kitchen,North,Retail,2,119.29,395.47,283.88,58.56
ORD-001852,2023-07-19,CUST-0567,SKU-003,Home & Kitchen,North,Online,11,91.13,1001.95,624.27,141.35
ORD-001853,2023-08-15,CUST-0169,SKU-040,Home & Kitchen,East,Partner,11,100.85,999.98,733.48,146.14
ORD-001854,2024-12-13,CUST-0195,SKU-049,Home & Kitchen,East,Online,6,55.48,396.84,276.36,41.87
ORD-001855,2024-11-29,CUST-0099,SKU-030,Electronics,North,Retail,11,91.45,1123.17,680.69,4.42
ORD-001856,2024-05-17,CUST-0885,SKU-055,Electronics,South,Online,3,167.95,709.89,529.71,91.7
ORD-001857,2024-08-24,CUST-0738,SKU-049,Home & Kitchen,South,Online,5,162.91,806.66,478.53,23.86
ORD-001858,2025-05-18,CUST-0762,SKU-032,Home & Kitchen,West,Retail,6,91.66,869.32,527.49,116.99
ORD-001859,2025-05-29,CUST-0057,SKU-005,Home & Kitchen,South,Retail,8,141.67,1740.66,1353.55,121.58
ORD-001860,2025-06-15,CUST-0177,SKU-033,Apparel,East,Partner,2,85.06,247.28,145.75,2.22
ORD-001861,2025-09-19,CUST-0376,SKU-015,Beauty,East,Online,1,125.81,132.69,86.8,2.87
ORD-001862,2023-11-13,CUST-0207,SKU-057,Electronics,North,Retail,2,46.11,84.78,47.62,3.32
ORD-001863,2025-03-07,CUST-0855,SKU-009,Beauty,North,Partner,2,161.47,522.31,396.69,16.29
ORD-001864,2023-10-08,CUST-0480,SKU-021,Electronics,West,Partner,2,106.58,178.24,118.94,5.81
ORD-001865,2025-05-18,CUST-0495,SKU-053,Home & Kitchen,East,Online,9,24.7,351.39,224.05,29.62
ORD-001866,2025-07-28,CUST-0568,SKU-001,Beauty,East,Partner,3,66.67,244.83,135.74,27.5
ORD-001867,2024-03-15,CUST-0304,SKU-049,Electronics,North,Partner,4,203.01,1184.02,742.95,38.26
ORD-001868,2024-05-18,CUST-0295,SKU-015,Sports,East,Online,2,120.88,339.83,210.22,13.99
ORD-001869,2023-04-28,CUST-0299,SKU-019,Electronics,South,Online,11,98.9,1393.86,1010.89,129.74
ORD-001870,2023-04-07,CUST-0777,SKU-016,Electronics,West,Retail,3,178.92,696.03,428.86,4.84
ORD-001871,2023-07-17,CUST-0856,SKU-035,Apparel,West,Retail,8,115.26,929.17,585.18,100.77
ORD-001872,2023-02-15,CUST-0098,SKU-035,Home & Kitchen,South,Retail,8,92.47,887.06,501.46,125.51
ORD-001873,2024-02-04,CUST-0541,SKU-034,Electronics,West,Partner,5,84.68,560.53,332.02,34.74
ORD-001874,2025-09-17,CUST-0507,SKU-018,Beauty,East,Retail,8,120.24,1016.49,613.98,94.34
ORD-001875,2024-12-08,CUST-0548,SKU-008,Electronics,East,Retail,7,53.83,438.69,265.11,12.72
ORD-001876,2024-08-02,CUST-0376,SKU-050,Electronics,West,Partner,1,124.83,133.34,97.73,5.32
ORD-001877,2024-12-30,CUST-0416,SKU-025,Apparel,West,Retail,8,184.38,1905.16,1048.13,43.37
ORD-001878,2023-02-24,CUST-0848,SKU-002,Apparel,South,Retail,10,275.72,3388.23,2334.09,346.62
ORD-001879,2024-10-17,CUST-0289,SKU-030,Electronics,South,Retail,7,52.31,351.64,214.2,9.73
ORD-001880,2024-05-26,CUST-0657,SKU-058,Electronics,South,Retail,10,145.03,1997.3,1438.45,221.39
ORD-001881,2023-04-25,CUST-0025,SKU-029,Electronics,West,Partner,10,86.83,1116.16,854.07,71.45
ORD-001882,2024-05-19,CUST-0813,SKU-021,Electronics,West,Online,11,105.21,1622.88,1100.99,217.84
ORD-001883,2024-10-26,CUST-0340,SKU-038,Home & Kitchen,West,Partner,8,164.02,1287.17,882.12,144.0
ORD-001884,2024-03-11,CUST-0727,SKU-029,Apparel,North,Partner,3,91.23,396.81,308.37,25.88
ORD-001885,2025-07-11,CUST-0226,SKU-011,Home & Kitchen,West,Partner,10,179.53,2357.39,1300.82,222.85
ORD-001886,2025-08-09,CUST-0165,SKU-026,Apparel,East,Partner,9,55.65,585.03,337.77,41.96
ORD-001887,2023-12-28,CUST-0861,SKU-046,Apparel,North,Online,5,122.95,694.44,392.05,72.6
ORD-001888,2025-08-06,CUST-0296,SKU-005,Electronics,East,Retail,7,38.0,314.24,210.63,3.86
ORD-001889,2023-09-01,CUST-0890,SKU-021,Electronics,East,Partner,7,48.84,293.36,220.78,2.19
ORD-001890,2023-05-05,CUST-0310,SKU-027,Beauty,East,Retail,8,94.97,964.1,617.67,71.31
ORD-001891,2024-10-10,CUST-0810,SKU-051,Apparel,East,Retail,5,105.96,502.93,337.36,36.65
ORD-001892,2023-06-01,CUST-0090,SKU-012,Apparel,North,Online,10,91.39,1090.54,845.0,129.92
ORD-001893,2023-11-16,CUST-0586,SKU-013,Electronics,West,Retail,1,158.87,147.82,108.36,14.32
ORD-001894,2024-02-12,CUST-0751,SKU-008,Sports,East,Partner,1,120.61,163.89,118.71,8.47
ORD-001895,2024-11-18,CUST-0783,SKU-021,Home & Kitchen,West,Retail,11,63.43,742.34,471.45,79.47
ORD-001896,2025-04-14,CUST-0752,SKU-008,Home & Kitchen,South,Partner,10,100.74,1671.28,1307.8,34.05
ORD-001897,2025-06-11,CUST-0152,SKU-042,Sports,North,Retail,3,77.81,344.08,195.68,7.35
ORD-001898,2024-09-15,CUST-0716,SKU-016,Electronics,South,Partner,10,154.81,1465.92,824.82,41.64
ORD-001899,2025-08-21,CUST-0636,SKU-035,Home & Kitchen,South,Partner,5,128.16,718.12,535.93,71.54
ORD-001900,2024-12-30,CUST-0021,SKU-051,Electronics,East,Partner,8,49.69,513.44,397.49,41.35
ORD-001901,2025-05-23,CUST-0540,SKU-060,Home & Kitchen,West,Online,5,129.63,1011.94,664.27,23.68
